zone_id,production,attraction,out_degree,in_degree,weighted_degree,net_flow
1102,3736.54425,3793.503302,499,497,996,-56.959052000000156
1105,4423.734126,4501.361692,497,483,980,-77.62756600000012
1348,763.69128,765.519824,498,497,995,-1.8285439999999653
1099,5166.461508,5190.136493,498,497,995,-23.67498499999965
1415,2136.714528,2145.833277,498,493,991,-9.118749000000207
1347,4030.794476,4066.620076,499,497,996,-35.82560000000012
1349,1116.161099,1128.841138,499,497,996,-12.680039000000079
1103,8359.98868,8296.607731,499,497,996,63.38094900000033
1084,11481.040687,11685.938497,499,497,996,-204.89780999999857
1346,5501.255148,5554.871834,499,497,996,-53.61668599999939
1104,11232.596463,11352.418808,499,497,996,-119.8223450000005
1384,1243.5195879999999,1270.679724,495,493,988,-27.160136000000193
1386,364.58331499999997,370.00602,495,490,985,-5.422705000000008
1328,536.842276,553.402162,495,494,989,-16.559886000000006
1385,965.613785,972.191779,495,493,988,-6.57799399999999
1454,5527.449494,5365.808103,495,493,988,161.6413910000001
1098,1016.72032,1019.8083,492,490,982,-3.087980000000016
1389,229.092591,234.755468,493,490,983,-5.662877000000009
1345,4106.437141,4204.86708,499,494,993,-98.42993899999965
1455,8345.32616,8326.866527,495,493,988,18.459633000000395
1435,3503.421861,3515.181653,495,493,988,-11.759792000000289
1436,2945.505173,2934.05132,499,494,993,11.453852999999981
1336,1159.390705,1175.04125,493,490,983,-15.650544999999966
1335,1441.922029,1438.184058,494,492,986,3.737971000000016
1337,3024.699,2996.339072,495,493,988,28.359927999999854
1310,341.804534,341.922141,492,490,982,-0.11760700000002089
1256,914.84886,931.217005,471,459,930,-16.368145000000027
1416,2657.115128,2721.666687,498,485,983,-64.551559
1414,6223.210992,6297.183301,498,497,995,-73.97230899999977
1458,5142.87117,5069.844973,496,497,993,73.02619700000014
1393,5268.974264,5364.113633,499,497,996,-95.13936899999953
1485,3459.270514,3490.334691,498,497,995,-31.0641770000002
1488,1998.282679,2045.501591,498,482,980,-47.218912000000046
1392,6320.099823,6361.272901,499,497,996,-41.173078000000714
1487,2799.417138,2760.478859,498,497,995,38.938278999999966
1486,1239.256063,1224.875984,499,485,984,14.380079000000023
1342,1183.622143,1213.34186,469,459,928,-29.719716999999946
1417,2039.047304,2064.624249,478,474,952,-25.576945000000023
1341,1859.709084,1907.084362,478,470,948,-47.37527799999998
1340,5232.446359,5278.83666,468,465,933,-46.39030100000036
1465,6743.575522,6756.826244,499,493,992,-13.250721999999769
1379,8335.328900999999,8467.987066,499,498,997,-132.65816500000074
1377,5812.777915,5855.024196,506,500,1006,-42.246281000000636
1343,1916.857176,1943.939702,486,479,965,-27.082525999999916
1344,2777.847932,2787.284788,500,498,998,-9.436855999999807
1378,14997.681576,15118.392454,499,497,996,-120.71087799999987
1420,806.062637,813.817112,478,453,931,-7.754474999999957
1421,1463.803329,1413.355218,477,451,928,50.448111000000154
1339,5506.690435,5564.045644,488,481,969,-57.35520899999938
1338,3546.132425,3536.290845,478,464,942,9.841579999999794
1491,1677.8876970000001,1703.586638,488,476,964,-25.698940999999877
1380,4151.436122,4197.722936,506,500,1006,-46.28681400000005
